"SALK_Line","germ","fitness","fitdev","treattype","fitmean","fitnogermmn","pot","treattype.badT","line","Pot2","tray","biomass","fruitnum","abortnum","silique","tray1","treat1","pot3","height","leaf","rosediam","surv","fitnogerm","fitdevng","fitdev.all","fitdevng.all","percent","Gene","tagnum","abortn","alive.at.harvest","treat","area.ratio","FamilySize","GeneFamilyName","SFamilySize","ratiocat","Regulatory"
"SALK_027697C",11,43.2135,3.81804545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G50440",473,19,1,"treat",0.6111788804,96,"C3H Transcription Factor Family",96,"0.5 -> 1.5","yes"
"SALK_027697C",11,50.2848,10.8893454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G50440",474,19,1,"treat",0.6111788804,96,"C3H Transcription Factor Family",96,"0.5 -> 1.5","yes"
"SALK_027697C",11,53.4276,14.0321454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G50440",476,62,1,"treat",0.6111788804,96,"C3H Transcription Factor Family",96,"0.5 -> 1.5","yes"
"SALK_027697C",11,53.4276,14.0321454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G50440",480,44,1,"treat",0.6111788804,96,"C3H Transcription Factor Family",96,"0.5 -> 1.5","yes"
"SALK_027697C",11,68.3559,28.9604454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G50440",572,38,1,"treat",0.6111788804,96,"C3H Transcription Factor Family",96,"0.5 -> 1.5","yes"
"SALK_027697C",11,82.4985,43.1030454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G50440",477,59,1,"treat",0.6111788804,96,"C3H Transcription Factor Family",96,"0.5 -> 1.5","yes"
"SALK_027697C",11,86.427,47.0315454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G50440",478,86,1,"treat",0.6111788804,96,"C3H Transcription Factor Family",96,"0.5 -> 1.5","yes"
"SALK_030336C",7,3.7695,-35.6259545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G75430",1250,69,1,"treat",1.0611410637,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_030336C",7,3.7695,-35.6259545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G75430",1249,4,1,"treat",1.0611410637,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_030336C",7,4.8465,-34.5489545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G75430",1252,69,1,"treat",1.0611410637,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_030336C",7,8.616,-30.7794545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G75430",1248,15,1,"treat",1.0611410637,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_030336C",7,14.5395,-24.8559545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G75430",1253,13,1,"treat",1.0611410637,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_030336C",7,16.155,-23.2404545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G75430",1254,47,1,"treat",1.0611410637,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_030336C",7,42.5415,3.14604545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G75430",1251,35,1,"treat",1.0611410637,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_031536C",9,14.1438,-25.2516545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G19020",749,58,1,"treat",2.1667404065,9,"Leucine-rich repeat extensin",9,"1.5 -> Inf","no"
"SALK_031536C",9,22.5015,-16.8939545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G19020",753,12,1,"treat",2.1667404065,9,"Leucine-rich repeat extensin",9,"1.5 -> Inf","no"
"SALK_031536C",9,32.145,-7.25045454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G19020",747,14,1,"treat",2.1667404065,9,"Leucine-rich repeat extensin",9,"1.5 -> Inf","no"
"SALK_031536C",9,35.3595,-4.03595454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G19020",752,188,1,"treat",2.1667404065,9,"Leucine-rich repeat extensin",9,"1.5 -> Inf","no"
"SALK_031536C",9,38.574,-0.82145454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G19020",746,71,1,"treat",2.1667404065,9,"Leucine-rich repeat extensin",9,"1.5 -> Inf","no"
"SALK_031536C",9,42.4314,3.03594545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G19020",751,46,1,"treat",2.1667404065,9,"Leucine-rich repeat extensin",9,"1.5 -> Inf","no"
"SALK_031536C",9,53.3607,13.9652454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G19020",748,34,1,"treat",2.1667404065,9,"Leucine-rich repeat extensin",9,"1.5 -> Inf","no"
"SALK_031536C",9,59.7897,20.3942454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT3G19020",750,59,1,"treat",2.1667404065,9,"Leucine-rich repeat extensin",9,"1.5 -> Inf","no"
"SALK_031830C",12,0,-39.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"AT1G68640",583,NA,0,"treat",3.5580625156,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"1.5 -> Inf","yes"
"SALK_031830C",12,10.1541,-29.2413545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G68640",582,64,1,"treat",3.5580625156,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"1.5 -> Inf","yes"
"SALK_031830C",12,14.7696,-24.6258545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G68640",577,25,1,"treat",3.5580625156,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"1.5 -> Inf","yes"
"SALK_031830C",12,27.693,-11.7024545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G68640",584,20,1,"treat",3.5580625156,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"1.5 -> Inf","yes"
"SALK_031830C",12,53.5398,14.1443454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G68640",576,33,1,"treat",3.5580625156,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"1.5 -> Inf","yes"
"SALK_031830C",12,55.386,15.9905454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G68640",575,66,1,"treat",3.5580625156,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"1.5 -> Inf","yes"
"SALK_031830C",12,55.386,15.9905454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G68640",580,36,1,"treat",3.5580625156,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"1.5 -> Inf","yes"
"SALK_031830C",12,59.0784,19.6829454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G68640",578,76,1,"treat",3.5580625156,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"1.5 -> Inf","yes"
"SALK_031830C",12,60.0015,20.6060454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G68640",585,83,1,"treat",3.5580625156,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"1.5 -> Inf","yes"
"SALK_031830C",12,78.4635,39.0680454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G68640",579,76,1,"treat",3.5580625156,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"1.5 -> Inf","yes"
"SALK_031830C",12,80.3097,40.9142454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G68640",574,92,1,"treat",3.5580625156,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"1.5 -> Inf","yes"
"SALK_031830C",12,88.6176,49.2221454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G68640",581,89,1,"treat",3.5580625156,46,"basic region leucine zipper (bZIP) Transcription Factor",46,"1.5 -> Inf","yes"
"SALK_033323C",11,0,-39.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G01500",1146,5,1,"treat",2.786762039,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033323C",11,1.5714,-37.8240545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G01500",1143,11,1,"treat",2.786762039,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033323C",11,7.0713,-32.3241545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G01500",1142,6,1,"treat",2.786762039,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033323C",11,9.4284,-29.9670545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G01500",1137,11,1,"treat",2.786762039,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033323C",11,10.2141,-29.1813545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G01500",1141,5,1,"treat",2.786762039,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033323C",11,15.714,-23.6814545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G01500",1144,16,1,"treat",2.786762039,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033323C",11,19.6425,-19.7529545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G01500",1139,41,1,"treat",2.786762039,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033323C",11,20.4282,-18.9672545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G01500",1138,150,1,"treat",2.786762039,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033323C",11,34.5708,-4.82465454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G01500",1140,22,1,"treat",2.786762039,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033323C",11,51.0705,11.6750454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G01500",1145,32,1,"treat",2.786762039,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033462C",0,0,-42.2222222222222,"nutrient",42.2222222222222,76,390,"HI WATER","033462",390,".",NA,0,".",".",20,"high nutrients",390,NA,NA,NA,1,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",0,0,-12.5,"highwater",12.5,12.5,271,"FERTILIZER","033462",271,".",NA,0,".",".",14,"high H2O",271,NA,NA,NA,1,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-105.3,"control",105.3,105.3,24,"CONTROL","033462",24,"2",NA,0,"","",2,"control",24,NA,NA,NA,0,0,-105.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-105.3,"control",105.3,105.3,33,"CONTROL","033462",33,"2",NA,0,".",".",2,"control",33,NA,NA,NA,0,0,-105.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-105.3,"control",105.3,105.3,47,"CONTROL","033462",47,"3",NA,0,".",".",3,"control",47,NA,NA,NA,0,0,-105.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-105.3,"control",105.3,105.3,41,"CONTROL","033462",41,"2",NA,0,".",".",3,"control",41,NA,NA,NA,0,0,-105.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-105.3,"control",105.3,105.3,86,"CONTROL","033462",86,"5",NA,0,".",".",5,"control",86,NA,NA,NA,0,0,-105.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-42.2222222222222,"nutrient",42.2222222222222,76,409,"HI WATER","033462",409,".",NA,0,".",".",21,"high nutrients",409,NA,NA,NA,0,0,-76,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-42.2222222222222,"nutrient",42.2222222222222,76,296,"HI WATER","033462",296,".",NA,0,".",".",15,"high nutrients",296,NA,NA,NA,0,0,-76,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-12.5,"highwater",12.5,12.5,222,"FERTILIZER","033462",222,".",NA,0,".",".",12,"high H2O",222,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-12.5,"highwater",12.5,12.5,158,"FERTILIZER","033462",158,".",NA,0,".",".",8,"high H2O",158,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-12.5,"highwater",12.5,12.5,178,"FERTILIZER","033462",178,"9",0.01,0,"10","0 n/a",9,"high H2O",178,39,8,5.52,1,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-12.5,"highwater",12.5,12.5,234,"FERTILIZER","033462",234,".",NA,0,".",".",12,"high H2O",234,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-12.5,"highwater",12.5,12.5,200,"FERTILIZER","033462",200,"10",0.05,0,"19","0 n/a",10,"high H2O",200,28,20,2.28,1,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,0,-12.5,"highwater",12.5,12.5,157,"FERTILIZER","033462",157,".",NA,0,".",".",8,"high H2O",157,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,3,-9.5,"highwater",12.5,12.5,235,"FERTILIZER","033462",235,"12",0.01,3,"16","7.7",12,"high H2O",235,87,10,3.36,1,3,-9.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,4,-8.5,"highwater",12.5,12.5,273,"FERTILIZER","033462",273,"14",0.01,4,"48","10.3",14,"high H2O",273,183,13,3.82,1,4,-8.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,11,-1.5,"highwater",12.5,12.5,189,"FERTILIZER","033462",189,"10",0.01,11,"30","7",10,"high H2O",189,169,5,4.92,1,11,-1.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,50,-55.3,"control",105.3,105.3,36,"CONTROL","033462",36,"2",0.12,50,"32","8.1",2,"control",36,254,31,8.4,1,50,-55.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,94,-11.3,"control",105.3,105.3,17,"CONTROL","033462",17,"1",0.18,94,"58","8.1",1,"control",17,244,60,8.76,1,94,-11.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,106,0.700000000000003,"control",105.3,105.3,48,"CONTROL","033462",48,"3",0.18,106,"30","9",3,"control",48,317,40,8.62,1,106,0.700000000000003,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,118,75.7777777777778,"nutrient",42.2222222222222,76,348,"HI WATER","033462",348,"18",0.18,118,"10","10.5",18,"high nutrients",348,379,27,5.91,1,118,42,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,136,30.7,"control",105.3,105.3,89,"CONTROL","033462",89,"5",0.16,136,"33","6.5",5,"control",89,325,29,7.07,1,136,30.7,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,140,97.7777777777778,"nutrient",42.2222222222222,76,400,"HI WATER","033462",400,"20",0.45,140,"24","5",20,"high nutrients",400,350,47,10.02,1,140,64,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,150,107.777777777778,"nutrient",42.2222222222222,76,298,"HI WATER","033462",298,"15",0.26,150,"35","8.4",15,"high nutrients",298,313,34,8.28,1,150,74,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,169,126.777777777778,"nutrient",42.2222222222222,76,410,"HI WATER","033462",410,"21",0.31,169,"14","10",21,"high nutrients",410,388,38,9.39,1,169,93,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,195,152.777777777778,"nutrient",42.2222222222222,76,284,"HI WATER","033462",284,"15",0.25,195,"62","11.7",15,"high nutrients",284,419,50,8.12,1,195,119,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,219,176.777777777778,"nutrient",42.2222222222222,76,364,"HI WATER","033462",364,"19",0.36,219,"49","8.4",19,"high nutrients",364,425,60,6.96,1,219,143,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,230,124.7,"control",105.3,105.3,83,"CONTROL","033462",83,"5",0.27,230,"46","12.1",5,"control",83,445,32,11.34,1,230,124.7,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",1,232,189.777777777778,"nutrient",42.2222222222222,76,287,"HI WATER","033462",287,"15",0.32,232,"35","10.8",15,"high nutrients",287,395,48,11.03,1,232,156,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_033462C",12,0,-39.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"AT2G32370",1204,NA,0,"treat",2.2235216298,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033462C",12,6.8568,-32.5386545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G32370",1205,28,1,"treat",2.2235216298,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033462C",12,6.8568,-32.5386545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G32370",1207,3,1,"treat",2.2235216298,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033462C",12,9.4281,-29.9673545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G32370",1197,65,1,"treat",2.2235216298,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033462C",12,14.5707,-24.8247545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G32370",1199,22,1,"treat",2.2235216298,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033462C",12,19.7133,-19.6821545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G32370",1200,73,1,"treat",2.2235216298,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033462C",12,25.713,-13.6824545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G32370",1202,133,1,"treat",2.2235216298,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033462C",12,53.1402,13.7447454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G32370",1198,85,1,"treat",2.2235216298,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033462C",12,59.997,20.6015454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G32370",1203,83,1,"treat",2.2235216298,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033462C",12,69.4251,30.0296454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G32370",1206,48,1,"treat",2.2235216298,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033462C",12,83.1387,43.7432454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G32370",1201,103,1,"treat",2.2235216298,60,"Homeobox Transcription Factor Family",60,"1.5 -> Inf","yes"
"SALK_033666C",12,0,-39.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"AT1G18470",760,NA,0,"treat",4.72729094,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_033666C",12,0,-39.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"AT1G18470",759,NA,0,"treat",4.72729094,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_033666C",12,0,-39.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"AT1G18470",755,NA,0,"treat",4.72729094,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_033666C",12,3,-36.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G18470",756,259,1,"treat",4.72729094,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_033666C",12,6,-33.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G18470",758,127,1,"treat",4.72729094,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_033666C",12,20,-19.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G18470",764,16,1,"treat",4.72729094,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
