"GeneFamilyName","SALK_Line","tagnum","fruits.removed","alive.at.harvest","treat","SALK_line","line","sown","germ","percent","comment","Gene_Family","Gene","Source","Line_ID","Sub_Family","Gene_Name","Alternate_Gene_Name","Genomic_Locus.BAC.","Genomic_Locus_Tag","GI","Refseq_ID","Entrez_Gene_ID","Genbank_Nucleotide_Accession","Genbank_Protein_Accession","Protein_Function","Comments","Gene_Family_Criteria","Similar_Seq_or_Common_Domain","TAIR_Community_Accession_Person","TAIR_Community_Accession_Lab","TAIR_Publication_Reference","Pubmed_ID","Web_Page_URL","Web_Page_Title","gene.family.size","delfield","cntrl","Freq"
"basic region leucine zipper (bZIP) Transcription Factor","SALK_031830C",580,0,1,"treat","SALK_031830c","031830c",13,12,92.31,"","basic region leucine zipper (bZIP) Transcription Factor","AT1G68640","salk","SALK_031830","NULL","BZIP46","PAN","F24J5.12","AT1G68640","NULL","AF111711","NULL","NULL","NULL","\"bZIP transcription factor, PERIANTHIA; identical to transcription factor PERIANTHIA GB:AAD19660 GI:4378757 from (Arabidopsis thaliana)\" ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_132285C",1163,0,1,"treat","SALK_132285c","132285c",12,12,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT3G10800","salk","SALK_132285","NULL","BZIP28","NULL","T7M13.12","AT3G10800","NULL","AJ419850","NULL","NULL","NULL","bZIP family transcription factor; contains Pfam profile: PF00170 bZIP transcription factor; contains similarity to TGACG-sequence specific DNA-binding protein TGA-1B (HSBF) GB:P14233 (Nicotiana tabacum) ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_042624C",1258,0,0,"treat","SALK_042624c","042624c",14,12,85.71,"","basic region leucine zipper (bZIP) Transcription Factor","AT2G21235","salk","SALK_042624","NULL","BZIP74","NULL","F7O24","AT2G21235","NULL","NM_179679","NULL","NULL","NULL","bZIP protein -related, temporary automated functional assignment ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_018248C",213,0,1,"treat","SALK_018248C","018248C",11,11,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT2G16770","salk","SALK_018248","NULL","BZIP23","NULL","T24I21.18","AT2G16770","NULL","AK117479","NULL","NULL","NULL","bZIP protein ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_004048C",261,0,1,"treat","SALK_004048c","004048c",11,13,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT2G40950","salk","SALK_004048","NULL","BZIP17","NULL","T20B5.15","AT2G40950","NULL","AY136295","NULL","NULL","NULL","bZIP family transcription factor; similar to AtbZIP transcription factor GI:17065880 from (Arabidopsis thaliana); contains Pfam profile: bZIP transcription factor PF00170 ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_031830C",577,0,1,"treat","SALK_031830c","031830c",13,12,92.31,"","basic region leucine zipper (bZIP) Transcription Factor","AT1G68640","salk","SALK_031830","NULL","BZIP46","PAN","F24J5.12","AT1G68640","NULL","AF111711","NULL","NULL","NULL","\"bZIP transcription factor, PERIANTHIA; identical to transcription factor PERIANTHIA GB:AAD19660 GI:4378757 from (Arabidopsis thaliana)\" ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_031830C",576,0,1,"treat","SALK_031830c","031830c",13,12,92.31,"","basic region leucine zipper (bZIP) Transcription Factor","AT1G68640","salk","SALK_031830","NULL","BZIP46","PAN","F24J5.12","AT1G68640","NULL","AF111711","NULL","NULL","NULL","\"bZIP transcription factor, PERIANTHIA; identical to transcription factor PERIANTHIA GB:AAD19660 GI:4378757 from (Arabidopsis thaliana)\" ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_132285C",1161,0,1,"treat","SALK_132285c","132285c",12,12,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT3G10800","salk","SALK_132285","NULL","BZIP28","NULL","T7M13.12","AT3G10800","NULL","AJ419850","NULL","NULL","NULL","bZIP family transcription factor; contains Pfam profile: PF00170 bZIP transcription factor; contains similarity to TGACG-sequence specific DNA-binding protein TGA-1B (HSBF) GB:P14233 (Nicotiana tabacum) ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_043475C",941,0,1,"treat","SALK_043475c","043475c",14,13,92.86,"","basic region leucine zipper (bZIP) Transcription Factor","AT3G19290","salk","SALK_043475","NULL","BZIP38","ABF4/AREB2","MVI11.7","AT3G19290","NULL","AF093547","NULL","NULL","NULL","abscisic acid responsive elements-binding factor; almost identical (one amino acid) to GB:AAF27182 from (Arabidopsis thaliana) ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_018248C",217,3,1,"treat","SALK_018248C","018248C",11,11,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT2G16770","salk","SALK_018248","NULL","BZIP23","NULL","T24I21.18","AT2G16770","NULL","AK117479","NULL","NULL","NULL","bZIP protein ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_058604C",501,0,1,"treat","SALK_058604C","058604C",14,11,78.57,"","basic region leucine zipper (bZIP) Transcription Factor","AT1G08320","salk","SALK_058604","NULL","BZIP21","NULL","T27G7.24","AT1G08320","NULL","AJ314757","NULL","NULL","NULL","bZIP protein; similar to basic leucine zipper protein GI:2865394 from (Zea mays) ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_018248C",220,0,1,"treat","SALK_018248C","018248C",11,11,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT2G16770","salk","SALK_018248","NULL","BZIP23","NULL","T24I21.18","AT2G16770","NULL","AK117479","NULL","NULL","NULL","bZIP protein ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_031830C",579,0,1,"treat","SALK_031830c","031830c",13,12,92.31,"","basic region leucine zipper (bZIP) Transcription Factor","AT1G68640","salk","SALK_031830","NULL","BZIP46","PAN","F24J5.12","AT1G68640","NULL","AF111711","NULL","NULL","NULL","\"bZIP transcription factor, PERIANTHIA; identical to transcription factor PERIANTHIA GB:AAD19660 GI:4378757 from (Arabidopsis thaliana)\" ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_087636C",567,0,1,"treat","SALK_087636c","087636c",12,11,91.67,"","basic region leucine zipper (bZIP) Transcription Factor","AT4G38900","salk","SALK_087636","NULL","BZIP29","NULL","T9A14.180","AT4G38900","NULL","AF401297","NULL","NULL","NULL","\"bZIP protein; vsf-1 protein, Lycopersicon esculentum, PIR2:S52203\" ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_132285C",1167,0,1,"treat","SALK_132285c","132285c",12,12,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT3G10800","salk","SALK_132285","NULL","BZIP28","NULL","T7M13.12","AT3G10800","NULL","AJ419850","NULL","NULL","NULL","bZIP family transcription factor; contains Pfam profile: PF00170 bZIP transcription factor; contains similarity to TGACG-sequence specific DNA-binding protein TGA-1B (HSBF) GB:P14233 (Nicotiana tabacum) ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_087636C",569,0,1,"treat","SALK_087636c","087636c",12,11,91.67,"","basic region leucine zipper (bZIP) Transcription Factor","AT4G38900","salk","SALK_087636","NULL","BZIP29","NULL","T9A14.180","AT4G38900","NULL","AF401297","NULL","NULL","NULL","\"bZIP protein; vsf-1 protein, Lycopersicon esculentum, PIR2:S52203\" ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_043475C",940,0,1,"treat","SALK_043475c","043475c",14,13,92.86,"","basic region leucine zipper (bZIP) Transcription Factor","AT3G19290","salk","SALK_043475","NULL","BZIP38","ABF4/AREB2","MVI11.7","AT3G19290","NULL","AF093547","NULL","NULL","NULL","abscisic acid responsive elements-binding factor; almost identical (one amino acid) to GB:AAF27182 from (Arabidopsis thaliana) ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_058604C",503,0,1,"treat","SALK_058604C","058604C",14,11,78.57,"","basic region leucine zipper (bZIP) Transcription Factor","AT1G08320","salk","SALK_058604","NULL","BZIP21","NULL","T27G7.24","AT1G08320","NULL","AJ314757","NULL","NULL","NULL","bZIP protein; similar to basic leucine zipper protein GI:2865394 from (Zea mays) ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_043475C",943,0,1,"treat","SALK_043475c","043475c",14,13,92.86,"","basic region leucine zipper (bZIP) Transcription Factor","AT3G19290","salk","SALK_043475","NULL","BZIP38","ABF4/AREB2","MVI11.7","AT3G19290","NULL","AF093547","NULL","NULL","NULL","abscisic acid responsive elements-binding factor; almost identical (one amino acid) to GB:AAF27182 from (Arabidopsis thaliana) ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_018248C",215,0,1,"treat","SALK_018248C","018248C",11,11,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT2G16770","salk","SALK_018248","NULL","BZIP23","NULL","T24I21.18","AT2G16770","NULL","AK117479","NULL","NULL","NULL","bZIP protein ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_018248C",219,0,1,"treat","SALK_018248C","018248C",11,11,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT2G16770","salk","SALK_018248","NULL","BZIP23","NULL","T24I21.18","AT2G16770","NULL","AK117479","NULL","NULL","NULL","bZIP protein ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_058604C",498,0,1,"treat","SALK_058604C","058604C",14,11,78.57,"","basic region leucine zipper (bZIP) Transcription Factor","AT1G08320","salk","SALK_058604","NULL","BZIP21","NULL","T27G7.24","AT1G08320","NULL","AJ314757","NULL","NULL","NULL","bZIP protein; similar to basic leucine zipper protein GI:2865394 from (Zea mays) ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_087636C",570,0,1,"treat","SALK_087636c","087636c",12,11,91.67,"","basic region leucine zipper (bZIP) Transcription Factor","AT4G38900","salk","SALK_087636","NULL","BZIP29","NULL","T9A14.180","AT4G38900","NULL","AF401297","NULL","NULL","NULL","\"bZIP protein; vsf-1 protein, Lycopersicon esculentum, PIR2:S52203\" ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_004048C",270,0,1,"treat","SALK_004048c","004048c",11,13,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT2G40950","salk","SALK_004048","NULL","BZIP17","NULL","T20B5.15","AT2G40950","NULL","AY136295","NULL","NULL","NULL","bZIP family transcription factor; similar to AtbZIP transcription factor GI:17065880 from (Arabidopsis thaliana); contains Pfam profile: bZIP transcription factor PF00170 ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_087636C",564,0,1,"treat","SALK_087636c","087636c",12,11,91.67,"","basic region leucine zipper (bZIP) Transcription Factor","AT4G38900","salk","SALK_087636","NULL","BZIP29","NULL","T9A14.180","AT4G38900","NULL","AF401297","NULL","NULL","NULL","\"bZIP protein; vsf-1 protein, Lycopersicon esculentum, PIR2:S52203\" ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_132285C",1169,0,1,"treat","SALK_132285c","132285c",12,12,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT3G10800","salk","SALK_132285","NULL","BZIP28","NULL","T7M13.12","AT3G10800","NULL","AJ419850","NULL","NULL","NULL","bZIP family transcription factor; contains Pfam profile: PF00170 bZIP transcription factor; contains similarity to TGACG-sequence specific DNA-binding protein TGA-1B (HSBF) GB:P14233 (Nicotiana tabacum) ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_058604C",505,0,1,"treat","SALK_058604C","058604C",14,11,78.57,"","basic region leucine zipper (bZIP) Transcription Factor","AT1G08320","salk","SALK_058604","NULL","BZIP21","NULL","T27G7.24","AT1G08320","NULL","AJ314757","NULL","NULL","NULL","bZIP protein; similar to basic leucine zipper protein GI:2865394 from (Zea mays) ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_087636C",566,0,1,"treat","SALK_087636c","087636c",12,11,91.67,"","basic region leucine zipper (bZIP) Transcription Factor","AT4G38900","salk","SALK_087636","NULL","BZIP29","NULL","T9A14.180","AT4G38900","NULL","AF401297","NULL","NULL","NULL","\"bZIP protein; vsf-1 protein, Lycopersicon esculentum, PIR2:S52203\" ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_018248C",216,0,1,"treat","SALK_018248C","018248C",11,11,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT2G16770","salk","SALK_018248","NULL","BZIP23","NULL","T24I21.18","AT2G16770","NULL","AK117479","NULL","NULL","NULL","bZIP protein ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
"basic region leucine zipper (bZIP) Transcription Factor","SALK_132285C",1170,0,1,"treat","SALK_132285c","132285c",12,12,100,"","basic region leucine zipper (bZIP) Transcription Factor","AT3G10800","salk","SALK_132285","NULL","BZIP28","NULL","T7M13.12","AT3G10800","NULL","AJ419850","NULL","NULL","NULL","bZIP family transcription factor; contains Pfam profile: PF00170 bZIP transcription factor; contains similarity to TGACG-sequence specific DNA-binding protein TGA-1B (HSBF) GB:P14233 (Nicotiana tabacum) ","NULL","Sequences encoding functionally charcterised basic-region leucine-zipper (bZIP) transcription factors were used to define a common motive in the bZIP DNA binding domain. With this motive, several databases have been searched manually. The 75 genes that were identified were subdivided into 11 groups according to the similarity of the aminoacid sequence within the bZIP domain and by taking into account additional conserved, group-specific amino acid motives. For more information please refer to the following article: Jakoby et al. (2002) bZIP transcription factors in Arabidopsis. Trends in Plant Science 3: 106-111","NULL","10799;6272","NULL","1547369","11906833","NULL","NULL",46,0,"Treatments",74
