"SALK_Line","fitdev","SuperGeneFamilyName","GeneFamilyName","Gene_Family","tagnum","mass","fruitnum","abortn","silique","fruits.removed","alive.at.harvest","treat","SALK_line","line","sown","germ","percent","comment","Gene","Source","Line_ID","Sub_Family","Gene_Name","Alternate_Gene_Name","Genomic_Locus.BAC.","Genomic_Locus_Tag","GI","Refseq_ID","Entrez_Gene_ID","Genbank_Nucleotide_Accession","Genbank_Protein_Accession","Protein_Function","Comments","Gene_Family_Criteria","Similar_Seq_or_Common_Domain","TAIR_Community_Accession_Person","TAIR_Community_Accession_Lab","TAIR_Publication_Reference","Pubmed_ID","Web_Page_URL","Web_Page_Title","FamilySize","delfield","cntrl","Freq","propabort","fitness","fitdevng","area.ratio","ratiocat","littleN","failedN","endo.area","tdna.area","Function","Regulatory","SFamilySize","reps"
"SALK_150522C",-33.3054545454546,"Cytochrome P450","Cytochrome P450","Cytochrome P450",329,0.07,93,33,5.5,3,1,"treat","SALK_150522c","150522c",10,3,30,"","AT1G74550","salk","SALK_150522","CYP98A","CYP98A9","NULL","F1M20_23","AT1G74550","18410643","NM_106115","NULL","NULL","NULL","putative cytochrome P450","NULL","Arabidopsis genes were considered P450 if their amino acid sequences fell into one of the following sequence similarity categories (Family inclusion: >40%, Subfamily inclusion: >55%, Allelic variant inclusion: >95%) and contained the three key amino acid signature motifs  (the PERF consensus (PXRX), the K-helix (XEXXR), he heme-binding motif (only the Cystein is required to be in the correct location)) located torwards the C-terminus.","NULL","958;912138;4512","NULL","NULL","NULL","http://www.p450.kvl.dk/;http://drnelson.utmem.edu/Arablinks.html;http://arabidopsis-p450.biotec.uiuc.edu/","Arabidopsis P450 site at PlaCe;Dr. Nelson's Arabidopsis P450s site;Functional Genomics of Arabidopsis P450s",136,0,"Treatments",261,0.261904761904762,27.9,44.3274336283186,4.5739071779,"1.5 -> Inf",4,NA,1274.6485,5506.265,"metabolic","no",136,2
"SALK_150522C",-33.3054545454546,"Cytochrome P450","Cytochrome P450","Cytochrome P450",328,0.09,110,65,8.5,0,1,"treat","SALK_150522c","150522c",10,3,30,"","AT1G74550","salk","SALK_150522","CYP98A","CYP98A9","NULL","F1M20_23","AT1G74550","18410643","NM_106115","NULL","NULL","NULL","putative cytochrome P450","NULL","Arabidopsis genes were considered P450 if their amino acid sequences fell into one of the following sequence similarity categories (Family inclusion: >40%, Subfamily inclusion: >55%, Allelic variant inclusion: >95%) and contained the three key amino acid signature motifs  (the PERF consensus (PXRX), the K-helix (XEXXR), he heme-binding motif (only the Cystein is required to be in the correct location)) located torwards the C-terminus.","NULL","958;912138;4512","NULL","NULL","NULL","http://www.p450.kvl.dk/;http://drnelson.utmem.edu/Arablinks.html;http://arabidopsis-p450.biotec.uiuc.edu/","Arabidopsis P450 site at PlaCe;Dr. Nelson's Arabidopsis P450s site;Functional Genomics of Arabidopsis P450s",136,0,"Treatments",261,0.371428571428571,33,61.3274336283186,4.5739071779,"1.5 -> Inf",4,NA,1274.6485,5506.265,"metabolic","no",136,2
"SALK_150522C",-33.3054545454546,"Cytochrome P450","Cytochrome P450","Cytochrome P450",329,NA,93,0,NA,3,NA,"treat","SALK_150522c","150522c",10,3,30,"","AT1G74550","salk","SALK_150522","CYP98A","CYP98A9","NULL","F1M20_23","AT1G74550","18410643","NM_106115","NULL","NULL","NULL","putative cytochrome P450","NULL","Arabidopsis genes were considered P450 if their amino acid sequences fell into one of the following sequence similarity categories (Family inclusion: >40%, Subfamily inclusion: >55%, Allelic variant inclusion: >95%) and contained the three key amino acid signature motifs  (the PERF consensus (PXRX), the K-helix (XEXXR), he heme-binding motif (only the Cystein is required to be in the correct location)) located torwards the C-terminus.","NULL","958;912138;4512","NULL","NULL","NULL","http://www.p450.kvl.dk/;http://drnelson.utmem.edu/Arablinks.html;http://arabidopsis-p450.biotec.uiuc.edu/","Arabidopsis P450 site at PlaCe;Dr. Nelson's Arabidopsis P450s site;Functional Genomics of Arabidopsis P450s",136,0,"Treatments",261,0.261904761904762,0,44.3274336283186,4.5739071779,"1.5 -> Inf",4,NA,1274.6485,5506.265,"metabolic","no",136,2
"SALK_150522C",-33.3054545454546,"Cytochrome P450","Cytochrome P450","Cytochrome P450",329,NA,93,0,NA,3,NA,"treat","SALK_150522c","150522c",10,3,30,"","AT1G74550","salk","SALK_150522","CYP98A","CYP98A9","NULL","F1M20_23","AT1G74550","18410643","NM_106115","NULL","NULL","NULL","putative cytochrome P450","NULL","Arabidopsis genes were considered P450 if their amino acid sequences fell into one of the following sequence similarity categories (Family inclusion: >40%, Subfamily inclusion: >55%, Allelic variant inclusion: >95%) and contained the three key amino acid signature motifs  (the PERF consensus (PXRX), the K-helix (XEXXR), he heme-binding motif (only the Cystein is required to be in the correct location)) located torwards the C-terminus.","NULL","958;912138;4512","NULL","NULL","NULL","http://www.p450.kvl.dk/;http://drnelson.utmem.edu/Arablinks.html;http://arabidopsis-p450.biotec.uiuc.edu/","Arabidopsis P450 site at PlaCe;Dr. Nelson's Arabidopsis P450s site;Functional Genomics of Arabidopsis P450s",136,0,"Treatments",261,0.261904761904762,0,44.3274336283186,4.5739071779,"1.5 -> Inf",4,NA,1274.6485,5506.265,"metabolic","no",136,2
"SALK_150522C",-33.3054545454546,"Cytochrome P450","Cytochrome P450","Cytochrome P450",329,NA,93,0,NA,3,NA,"treat","SALK_150522c","150522c",10,3,30,"","AT1G74550","salk","SALK_150522","CYP98A","CYP98A9","NULL","F1M20_23","AT1G74550","18410643","NM_106115","NULL","NULL","NULL","putative cytochrome P450","NULL","Arabidopsis genes were considered P450 if their amino acid sequences fell into one of the following sequence similarity categories (Family inclusion: >40%, Subfamily inclusion: >55%, Allelic variant inclusion: >95%) and contained the three key amino acid signature motifs  (the PERF consensus (PXRX), the K-helix (XEXXR), he heme-binding motif (only the Cystein is required to be in the correct location)) located torwards the C-terminus.","NULL","958;912138;4512","NULL","NULL","NULL","http://www.p450.kvl.dk/;http://drnelson.utmem.edu/Arablinks.html;http://arabidopsis-p450.biotec.uiuc.edu/","Arabidopsis P450 site at PlaCe;Dr. Nelson's Arabidopsis P450s site;Functional Genomics of Arabidopsis P450s",136,0,"Treatments",261,0.261904761904762,0,44.3274336283186,4.5739071779,"1.5 -> Inf",4,NA,1274.6485,5506.265,"metabolic","no",136,2
"SALK_150522C",-33.3054545454546,"Cytochrome P450","Cytochrome P450","Cytochrome P450",329,NA,93,0,NA,3,NA,"treat","SALK_150522c","150522c",10,3,30,"","AT1G74550","salk","SALK_150522","CYP98A","CYP98A9","NULL","F1M20_23","AT1G74550","18410643","NM_106115","NULL","NULL","NULL","putative cytochrome P450","NULL","Arabidopsis genes were considered P450 if their amino acid sequences fell into one of the following sequence similarity categories (Family inclusion: >40%, Subfamily inclusion: >55%, Allelic variant inclusion: >95%) and contained the three key amino acid signature motifs  (the PERF consensus (PXRX), the K-helix (XEXXR), he heme-binding motif (only the Cystein is required to be in the correct location)) located torwards the C-terminus.","NULL","958;912138;4512","NULL","NULL","NULL","http://www.p450.kvl.dk/;http://drnelson.utmem.edu/Arablinks.html;http://arabidopsis-p450.biotec.uiuc.edu/","Arabidopsis P450 site at PlaCe;Dr. Nelson's Arabidopsis P450s site;Functional Genomics of Arabidopsis P450s",136,0,"Treatments",261,0.261904761904762,0,44.3274336283186,4.5739071779,"1.5 -> Inf",4,NA,1274.6485,5506.265,"metabolic","no",136,2
"SALK_150522C",-33.3054545454546,"Cytochrome P450","Cytochrome P450","Cytochrome P450",329,NA,93,0,NA,3,NA,"treat","SALK_150522c","150522c",10,3,30,"","AT1G74550","salk","SALK_150522","CYP98A","CYP98A9","NULL","F1M20_23","AT1G74550","18410643","NM_106115","NULL","NULL","NULL","putative cytochrome P450","NULL","Arabidopsis genes were considered P450 if their amino acid sequences fell into one of the following sequence similarity categories (Family inclusion: >40%, Subfamily inclusion: >55%, Allelic variant inclusion: >95%) and contained the three key amino acid signature motifs  (the PERF consensus (PXRX), the K-helix (XEXXR), he heme-binding motif (only the Cystein is required to be in the correct location)) located torwards the C-terminus.","NULL","958;912138;4512","NULL","NULL","NULL","http://www.p450.kvl.dk/;http://drnelson.utmem.edu/Arablinks.html;http://arabidopsis-p450.biotec.uiuc.edu/","Arabidopsis P450 site at PlaCe;Dr. Nelson's Arabidopsis P450s site;Functional Genomics of Arabidopsis P450s",136,0,"Treatments",261,0.261904761904762,0,44.3274336283186,4.5739071779,"1.5 -> Inf",4,NA,1274.6485,5506.265,"metabolic","no",136,2
"SALK_150522C",-33.3054545454546,"Cytochrome P450","Cytochrome P450","Cytochrome P450",329,NA,93,0,NA,3,NA,"treat","SALK_150522c","150522c",10,3,30,"","AT1G74550","salk","SALK_150522","CYP98A","CYP98A9","NULL","F1M20_23","AT1G74550","18410643","NM_106115","NULL","NULL","NULL","putative cytochrome P450","NULL","Arabidopsis genes were considered P450 if their amino acid sequences fell into one of the following sequence similarity categories (Family inclusion: >40%, Subfamily inclusion: >55%, Allelic variant inclusion: >95%) and contained the three key amino acid signature motifs  (the PERF consensus (PXRX), the K-helix (XEXXR), he heme-binding motif (only the Cystein is required to be in the correct location)) located torwards the C-terminus.","NULL","958;912138;4512","NULL","NULL","NULL","http://www.p450.kvl.dk/;http://drnelson.utmem.edu/Arablinks.html;http://arabidopsis-p450.biotec.uiuc.edu/","Arabidopsis P450 site at PlaCe;Dr. Nelson's Arabidopsis P450s site;Functional Genomics of Arabidopsis P450s",136,0,"Treatments",261,0.261904761904762,0,44.3274336283186,4.5739071779,"1.5 -> Inf",4,NA,1274.6485,5506.265,"metabolic","no",136,2
"SALK_150522C",-33.3054545454546,"Cytochrome P450","Cytochrome P450","Cytochrome P450",329,NA,93,0,NA,3,NA,"treat","SALK_150522c","150522c",10,3,30,"","AT1G74550","salk","SALK_150522","CYP98A","CYP98A9","NULL","F1M20_23","AT1G74550","18410643","NM_106115","NULL","NULL","NULL","putative cytochrome P450","NULL","Arabidopsis genes were considered P450 if their amino acid sequences fell into one of the following sequence similarity categories (Family inclusion: >40%, Subfamily inclusion: >55%, Allelic variant inclusion: >95%) and contained the three key amino acid signature motifs  (the PERF consensus (PXRX), the K-helix (XEXXR), he heme-binding motif (only the Cystein is required to be in the correct location)) located torwards the C-terminus.","NULL","958;912138;4512","NULL","NULL","NULL","http://www.p450.kvl.dk/;http://drnelson.utmem.edu/Arablinks.html;http://arabidopsis-p450.biotec.uiuc.edu/","Arabidopsis P450 site at PlaCe;Dr. Nelson's Arabidopsis P450s site;Functional Genomics of Arabidopsis P450s",136,0,"Treatments",261,0.261904761904762,0,44.3274336283186,4.5739071779,"1.5 -> Inf",4,NA,1274.6485,5506.265,"metabolic","no",136,2
"SALK_084513C",-33.2418545454546,"Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families",458,NA,86,0,NA,0,NA,"treat","SALK_084513c","084513c",13,5,38.46,"","AT2G44480","salk","SALK_084513","Glycoside Hydrolase Family 1","NULL","NULL","NULL","At2g44480","NULL","AAC16094.1","NULL","NULL","NULL","putative beta-glucosidase","NULL","NULL","NULL","912146;912144;1012667","NULL","NULL","NULL","http://www.cazy.org/fam/acc_GH.html","Glycoside Hydrolases Family Server",258,0,"Treatments",379,0.381294964028777,0,37.3274336283186,4.9464089631,"1.5 -> Inf",12,NA,285.6715,1076.63775,"metabolic","no",258,3
"SALK_084513C",-33.2418545454546,"Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families",458,NA,86,0,NA,0,NA,"treat","SALK_084513c","084513c",13,5,38.46,"","AT2G44480","salk","SALK_084513","Glycoside Hydrolase Family 1","NULL","NULL","NULL","At2g44480","NULL","AAC16094.1","NULL","NULL","NULL","putative beta-glucosidase","NULL","NULL","NULL","912146;912144;1012667","NULL","NULL","NULL","http://www.cazy.org/fam/acc_GH.html","Glycoside Hydrolases Family Server",258,0,"Treatments",379,0.381294964028777,0,37.3274336283186,4.9464089631,"1.5 -> Inf",12,NA,285.6715,1076.63775,"metabolic","no",258,3
"SALK_084513C",-33.2418545454546,"Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families",458,NA,86,0,NA,0,NA,"treat","SALK_084513c","084513c",13,5,38.46,"","AT2G44480","salk","SALK_084513","Glycoside Hydrolase Family 1","NULL","NULL","NULL","At2g44480","NULL","AAC16094.1","NULL","NULL","NULL","putative beta-glucosidase","NULL","NULL","NULL","912146;912144;1012667","NULL","NULL","NULL","http://www.cazy.org/fam/acc_GH.html","Glycoside Hydrolases Family Server",258,0,"Treatments",379,0.381294964028777,0,37.3274336283186,4.9464089631,"1.5 -> Inf",12,NA,285.6715,1076.63775,"metabolic","no",258,3
"SALK_084513C",-33.2418545454546,"Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families",458,NA,86,0,NA,0,NA,"treat","SALK_084513c","084513c",13,5,38.46,"","AT2G44480","salk","SALK_084513","Glycoside Hydrolase Family 1","NULL","NULL","NULL","At2g44480","NULL","AAC16094.1","NULL","NULL","NULL","putative beta-glucosidase","NULL","NULL","NULL","912146;912144;1012667","NULL","NULL","NULL","http://www.cazy.org/fam/acc_GH.html","Glycoside Hydrolases Family Server",258,0,"Treatments",379,0.381294964028777,0,37.3274336283186,4.9464089631,"1.5 -> Inf",12,NA,285.6715,1076.63775,"metabolic","no",258,3
"SALK_084513C",-33.2418545454546,"Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families",460,NA,NA,NA,NA,0,0,"treat","SALK_084513c","084513c",13,5,38.46,"","AT2G44480","salk","SALK_084513","Glycoside Hydrolase Family 1","NULL","NULL","NULL","At2g44480","NULL","AAC16094.1","NULL","NULL","NULL","putative beta-glucosidase","NULL","NULL","NULL","912146;912144;1012667","NULL","NULL","NULL","http://www.cazy.org/fam/acc_GH.html","Glycoside Hydrolases Family Server",258,0,"Treatments",379,NA,0,NA,4.9464089631,"1.5 -> Inf",12,NA,285.6715,1076.63775,"metabolic","no",258,3
"SALK_084513C",-33.2418545454546,"Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families",458,0.08,86,53,14,0,1,"treat","SALK_084513c","084513c",13,5,38.46,"","AT2G44480","salk","SALK_084513","Glycoside Hydrolase Family 1","NULL","NULL","NULL","At2g44480","NULL","AAC16094.1","NULL","NULL","NULL","putative beta-glucosidase","NULL","NULL","NULL","912146;912144;1012667","NULL","NULL","NULL","http://www.cazy.org/fam/acc_GH.html","Glycoside Hydrolases Family Server",258,0,"Treatments",379,0.381294964028777,33.0756,37.3274336283186,4.9464089631,"1.5 -> Inf",12,NA,285.6715,1076.63775,"metabolic","no",258,3
"SALK_084513C",-33.2418545454546,"Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families",459,0.06,74,32,10.5,3,1,"treat","SALK_084513c","084513c",13,5,38.46,"","AT2G44480","salk","SALK_084513","Glycoside Hydrolase Family 1","NULL","NULL","NULL","At2g44480","NULL","AAC16094.1","NULL","NULL","NULL","putative beta-glucosidase","NULL","NULL","NULL","912146;912144;1012667","NULL","NULL","NULL","http://www.cazy.org/fam/acc_GH.html","Glycoside Hydrolases Family Server",258,0,"Treatments",379,0.30188679245283,28.4604,25.3274336283186,4.9464089631,"1.5 -> Inf",12,NA,285.6715,1076.63775,"metabolic","no",258,3
"SALK_084513C",-33.2418545454546,"Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families",458,NA,86,0,NA,0,NA,"treat","SALK_084513c","084513c",13,5,38.46,"","AT2G44480","salk","SALK_084513","Glycoside Hydrolase Family 1","NULL","NULL","NULL","At2g44480","NULL","AAC16094.1","NULL","NULL","NULL","putative beta-glucosidase","NULL","NULL","NULL","912146;912144;1012667","NULL","NULL","NULL","http://www.cazy.org/fam/acc_GH.html","Glycoside Hydrolases Family Server",258,0,"Treatments",379,0.381294964028777,0,37.3274336283186,4.9464089631,"1.5 -> Inf",12,NA,285.6715,1076.63775,"metabolic","no",258,3
"SALK_084513C",-33.2418545454546,"Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families",458,NA,86,0,NA,0,NA,"treat","SALK_084513c","084513c",13,5,38.46,"","AT2G44480","salk","SALK_084513","Glycoside Hydrolase Family 1","NULL","NULL","NULL","At2g44480","NULL","AAC16094.1","NULL","NULL","NULL","putative beta-glucosidase","NULL","NULL","NULL","912146;912144;1012667","NULL","NULL","NULL","http://www.cazy.org/fam/acc_GH.html","Glycoside Hydrolases Family Server",258,0,"Treatments",379,0.381294964028777,0,37.3274336283186,4.9464089631,"1.5 -> Inf",12,NA,285.6715,1076.63775,"metabolic","no",258,3
"SALK_084513C",-33.2418545454546,"Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families","Glycoside Hydrolase Gene Families",458,NA,86,0,NA,0,NA,"treat","SALK_084513c","084513c",13,5,38.46,"","AT2G44480","salk","SALK_084513","Glycoside Hydrolase Family 1","NULL","NULL","NULL","At2g44480","NULL","AAC16094.1","NULL","NULL","NULL","putative beta-glucosidase","NULL","NULL","NULL","912146;912144;1012667","NULL","NULL","NULL","http://www.cazy.org/fam/acc_GH.html","Glycoside Hydrolases Family Server",258,0,"Treatments",379,0.381294964028777,0,37.3274336283186,4.9464089631,"1.5 -> Inf",12,NA,285.6715,1076.63775,"metabolic","no",258,3
"SALK_149402C",-33.0411545454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1234,0.01,15,8,6,0,1,"treat","SALK_149402c","149402c",13,7,53.85,"","AT2G23760","salk","SALK_149402","NULL","BLH4","NULL","NULL","At2g23760","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.347826086956522,8.0775,-33.6725663716814,2.1402485552,"1.5 -> Inf",14,NA,1663.8467142857,3121.6522142857,"regulatory","yes",60,7
"SALK_149402C",-33.0411545454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1231,0,7,4,8,0,1,"treat","SALK_149402c","149402c",13,7,53.85,"","AT2G23760","salk","SALK_149402","NULL","BLH4","NULL","NULL","At2g23760","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.363636363636364,3.7695,-41.6725663716814,2.1402485552,"1.5 -> Inf",14,NA,1663.8467142857,3121.6522142857,"regulatory","yes",60,7
"SALK_149402C",-33.0411545454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1233,0.02,27,19,6.5,0,1,"treat","SALK_149402c","149402c",13,7,53.85,"","AT2G23760","salk","SALK_149402","NULL","BLH4","NULL","NULL","At2g23760","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.41304347826087,14.5395,-21.6725663716814,2.1402485552,"1.5 -> Inf",14,NA,1663.8467142857,3121.6522142857,"regulatory","yes",60,7
"SALK_149402C",-33.0411545454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1232,0.02,9,36,7,3,1,"treat","SALK_149402c","149402c",13,7,53.85,"","AT2G23760","salk","SALK_149402","NULL","BLH4","NULL","NULL","At2g23760","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.8,4.8465,-39.6725663716814,2.1402485552,"1.5 -> Inf",14,NA,1663.8467142857,3121.6522142857,"regulatory","yes",60,7
"SALK_149402C",-33.0411545454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1236,0.02,16,24,6,0,1,"treat","SALK_149402c","149402c",13,7,53.85,"","AT2G23760","salk","SALK_149402","NULL","BLH4","NULL","NULL","At2g23760","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.6,8.616,-32.6725663716814,2.1402485552,"1.5 -> Inf",14,NA,1663.8467142857,3121.6522142857,"regulatory","yes",60,7
"SALK_149402C",-33.0411545454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1235,0.01,10,12,11,0,1,"treat","SALK_149402c","149402c",13,7,53.85,"","AT2G23760","salk","SALK_149402","NULL","BLH4","NULL","NULL","At2g23760","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.545454545454545,5.385,-38.6725663716814,2.1402485552,"1.5 -> Inf",14,NA,1663.8467142857,3121.6522142857,"regulatory","yes",60,7
"SALK_149402C",-33.0411545454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1237,0.06,34,108,8,0,1,"treat","SALK_149402c","149402c",13,7,53.85,"","AT2G23760","salk","SALK_149402","NULL","BLH4","NULL","NULL","At2g23760","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.76056338028169,18.309,-14.6725663716814,2.1402485552,"1.5 -> Inf",14,NA,1663.8467142857,3121.6522142857,"regulatory","yes",60,7
"SALK_149402C",-33.0411545454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1235,NA,10,0,NA,0,NA,"treat","SALK_149402c","149402c",13,7,53.85,"","AT2G23760","salk","SALK_149402","NULL","BLH4","NULL","NULL","At2g23760","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.545454545454545,0,-38.6725663716814,2.1402485552,"1.5 -> Inf",14,NA,1663.8467142857,3121.6522142857,"regulatory","yes",60,7
"SALK_149402C",-33.0411545454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1235,NA,10,0,NA,0,NA,"treat","SALK_149402c","149402c",13,7,53.85,"","AT2G23760","salk","SALK_149402","NULL","BLH4","NULL","NULL","At2g23760","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.545454545454545,0,-38.6725663716814,2.1402485552,"1.5 -> Inf",14,NA,1663.8467142857,3121.6522142857,"regulatory","yes",60,7
"SALK_149402C",-33.0411545454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1235,NA,10,0,NA,0,NA,"treat","SALK_149402c","149402c",13,7,53.85,"","AT2G23760","salk","SALK_149402","NULL","BLH4","NULL","NULL","At2g23760","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.545454545454545,0,-38.6725663716814,2.1402485552,"1.5 -> Inf",14,NA,1663.8467142857,3121.6522142857,"regulatory","yes",60,7
"SALK_050488C",-32.1625345454545,"Homeobox Transcription Factor Family","Homeobox Transcription Factor Family","Homeobox Transcription Factor Family",1155,NA,43,0,NA,3,NA,"treat","SALK_050488c","050488c",12,7,58.33,"","AT5G59340","salk","SALK_050488","NULL","WOX2","NULL","NULL","At5g59340","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Families were found through a domain search and blast technique. Publications were found through PubMed and the conserved domain motif that characterizes each TF family was identified. Using the motif, a Blast was conducted in the TAIR website, the resultant sequences were then aligned and mismatches were discarded.","NULL","NULL","1501423724","5412;5160;2181;3555;501715136;5522;501680707;501711727","11374882;15473837;14711878;11090618;9767075;9747806;9336443;8989876;8106082;1349174;1675603","http://arabidopsis.med.ohio-state.edu/","AGRIS",60,0,"Treatments",91,0.358208955223881,0,-5.67256637168141,3.5639596511,"1.5 -> Inf",6,NA,3067.579,4457.669,"regulatory","yes",60,6
